service,description,url,phone,url_phone
County College of Morris American Sign Language Courses,"The American Sign Language (ASL) courses are offered at County College of Morris, located at 214 Center Grove Road, Randolph, NJ 07869-2086. There is no specific operating hour information provided. Prerequisites for the courses include: ASL-111 is required for ASL-112, ASL-112 is required for ASL-211, and ASL-211 is required for ASL-212. Additionally, students need permission from the department chair if they do not meet the specified prerequisites.",https://catalog.ccm.edu/credit/courselistings/asl/,9733285000,https://catalog.ccm.edu/credit/courselistings/asl/
COUNTY OF HUNTERDON,"Location: 71 Main Street, PO Box 2900, Flemington, New Jersey 08822  
Operating Hours: Not specified  
Prerequisites: No specific information found regarding identification or other prerequisites.",https://www.co.hunterdon.nj.us/,9087881414,https://www.co.hunterdon.nj.us/1377/Contact-Us
"Covid Connect Entity (CCE),","Mental Health & Addiction COVID CONNECT Help Line is located at 280 Godwin Avenue, Midland Park, NJ 07432. The operating hours are Monday to Friday, from 9 AM to 5 PM. There are no specific prerequisites mentioned for using this service, but individuals seeking mental health and substance use services can connect through the toll-free number (833) 223-0011.",https://www.midlandparknj.gov/covid-19-information/news/mental-health-addiction-covid-connect-help-line,8332230011,https://www.midlandparknj.gov/covid-19-information/news/mental-health-addiction-covid-connect-help-line
COVID-19 Activity Level Index (CALI) Weekly Reports,"The information found does not specify a physical location or operating hours for the Department of Health's COVID-19 Weekly Surveillance Reports. Additionally, there are no prerequisites mentioned regarding the use of these reports, such as the need for identification.",https://www.nj.gov/health/cd/statistics/covid/,,https://www.nj.gov/health/cd/statistics/covid/
COVID-19 Counseling,"The Department of Human Services provides information and guidance related to COVID-19 for providers, particularly in the realm of mental health and addiction services. While specific operating hours are not mentioned, the contact for a videophone helpline is available Monday to Friday from 9:00 am to 5:00 pm. There is no information provided regarding prerequisites like forms of identification for accessing services.",https://www.nj.gov/humanservices/dmhas/information/stakeholder/covid19consumerandfamilyresources.html,8447322465,https://www.nj.gov/humanservices/dmhas/information/stakeholder/covid19consumerandfamilyresources.html
COVID-19 Housing Assistance Program,"New Jersey residents can apply for up to $25,000 to help with housing costs if they have been unable to make payments due to COVID-19. To be eligible, applicants must be New Jersey residents, demonstrate inability to pay rent/mortgage due to COVID-19, and have an income below 450% of the federal poverty level. Prerequisites include providing documentation such as pay stubs, unemployment proof, a current lease or mortgage information, and a letter from the landlord. There is no specific location mentioned for in-person visits, but the application process is statewide. Applications will be processed until funding is exhausted or by December 18, 2020.",https://www.nj.gov/humanservices/covid19housingassistance/,,https://www.nj.gov/humanservices/covid19housingassistance/
COVID-19 Vaccination Ride,"NJ TRANSIT has discontinued its VAXRIDE initiative. There is no location or operating hours provided for VAXRIDE, nor any prerequisites related to using it, as the program is no longer active.",https://www.njtransit.com/vaxride,9088763315,https://oldwtmorris.org/index.php/departments/health/covid-19/nj-211-ride-united-free-transport-for-vaccinations.html
COVID-19 Vaccine Appointment Finder,"The COVID-19 vaccines are available in New Jersey for everyone aged 6 months and older, with a strong emphasis on those 65 and older or at high risk. Vaccination locations can be found by visiting vaccines.gov, contacting healthcare providers, texting ZIP codes to 438829, or calling 1-800-232-0233. Additionally, state-offered pop-up and mobile vaccination events do not require appointments. There are no prerequisites mentioned for receiving the vaccine, but specific programs offer no-cost vaccines for uninsured or underinsured individuals. Homebound individuals can request in-home vaccination through local health departments or their healthcare providers.",https://www.nj.gov/health/covid-19/information/vaccines/,18002320233,https://www.nj.gov/health/covid-19/information/vaccines/
COVID-19 Vaccines: Myth Versus Fact,"The website provides information on a series of virtual town hall meetings hosted by the New Jersey Department of Health, focusing on addressing facts, fears, and myths regarding COVID-19 vaccines. There is no specific location mentioned for these events as they are virtual. Operating hours are not stated, and there are no prerequisites mentioned regarding the need for identification or other requirements to participate.",https://www.nj.gov/health/vaccine-facts-fears-myths-addressed.shtml,8002324636,https://www.cdc.gov/covid/vaccines/myths-facts.html
CPC Aberdeen Counseling Center,"Aberdeen Counseling Center: 1088 Highway 34, Aberdeen, NJ 07747. Operating hours: Monday, Tuesday, Thursday 8:00 AM to 8:00 PM; Wednesday & Friday 8:00 AM to 5:00 PM.

Howell Counseling Center: 4539 U.S. Highway 9, Howell, NJ 07731. Operating hours: Monday 8:00 AM-5:00 PM; Tuesday & Wednesday 8:00 AM-8:00 PM; Thursday 8:00 AM-6:00 PM; Friday 8:00 AM-5:00 PM.

Freehold Counseling Center: 22 Court Street, Freehold, NJ 07728. Operating hours: Monday to Thursday 8:00 AM to 9:00 PM; Friday 8:00 AM to 5:00 PM.

Children’s Mobile Response & Stabilization Program Office: 72 Morris Ave, Neptune, NJ 07753.

Helen Herrmann Counseling Center: 270 Highway 35 Red Bank, NJ 07701. Operating hours: Monday to Thursday 8:00 AM to 9:00 PM; Friday 8:00 AM to 5:00 PM; Saturday 9:00 AM to 1:00 PM.

High Point School Campus: 1 High Point Center Way Morganville, NJ 07751. Main office hours: Monday – Friday 8:00 AM until 3:30 PM; Elementary School hours 9:00 AM until 2:00 PM; Adolescent School hours 8:45 AM to 2:45 PM.

Administrative Office: 10 Industrial Way East, Suite 108 Eatontown, NJ 07728. Operating hours: Monday – Friday 8:00 AM to 5:00 PM. 

No specific prerequisites or identification requirements are mentioned for using the services.",https://cpcintegratedhealth.org/locations/,18002509811,https://cpcintegratedhealth.org/locations/
Crescent Avenue Presbyterian Church,"Crescent Avenue Presbyterian Church is located at 716 Watchung Ave, Plainfield, NJ 07060. Sunday worship is held at 10:30 am in the Sanctuary, and there is a special worship service on Christmas Eve at 10 pm. There is no specific information regarding prerequisites or identification needed to participate.",https://crescentave.church/,9087562468,https://crescentave.church/
Criminal Justice Advocacy Program,"The Criminal Justice Advocacy Program (CJAP) is located at The Arc of New Jersey, 985 Livingston Avenue, North Brunswick, NJ 08902. The program does not specify operating hours on the website. To use the CJAP services, individuals must complete and submit an Intake and Release of Information Form, which is required to advocate for someone with intellectual and developmental disabilities who has been incarcerated or has pending charges.",https://www.arcnj.org/programs/criminal-justice-advocacy-program/criminal-justice-advocacy.html,7322462525,https://www.arcnj.org/programs/criminal-justice-advocacy-program/criminal-justice-advocacy.html
Crisis Hotline- Raritan Bay,"Location: New Jersey  
Operating Hours: Not specified  
Prerequisites: No specific identification required mentioned for using the hotlines.",https://www.nj.gov/health/integratedhealth/hotlines/index.shtml,7323245119,https://www.hackensackmeridianhealth.org/en/locations/carrier-behavioral-health-at-raritan-bay-medical-center
Crisis Text Line,"Crisis Text Line provides free and confidential mental health support 24/7. To get help, individuals can text ""HOME"" to 741741 from anywhere in the United States. There are no prerequisites to using the service, but standard message and data rates may apply.",https://www.crisistextline.org/,741741,https://www.crisistextline.org/
Crisis Text Line (24/7 text support),"Crisis Text Line provides free, confidential mental health support through text messaging. Users can text HOME to 741741 from anywhere in the United States, and this service is available 24/7. There are no prerequisites for using the service, such as forms of identification.",https://www.crisistextline.org/,,https://www.crisistextline.org/
Cross keys family dental,"Cross Keys Family Dental is located at 3501 NJ-42 #270, Turnersville, NJ 08012. The operating hours are not explicitly mentioned on the website. There is no specific information about prerequisites for using their services, such as forms of identification.",https://crosskeysfamilydental.com/,8567405009,https://crosskeysfamilydental.com/
Crossroads to Wellness- Care Plus,"Crossroads to Wellness is located at 610 Valley Health Plaza, Paramus, NJ, and is open to all Bergen County residents. The program provides intensive outpatient mental health services for adults, especially for those being discharged from inpatient settings or experiencing acute mental health symptoms. There is no specific information about prerequisites such as identification requirements mentioned in the text.",https://careplusnj.org/crossroads-to-wellness-is-a-new-program-offered-for-local-adults/,2019865037,https://www.bergenresourcenet.org/search/crossroads-to-wellness-care-plus-nj/
Crunch,"{""location"":""600 Winters Ave, Paramus, NJ 07652, USA"",""hours"":""Mon - Thu: 5:00am - 11:00pm\nFriday: 5:00am - 9:00pm\nSat - Sun: 7:00am - 5:00pm"",""prerequisites"":""None specified.""}",https://www.crunch.com/locations/paramus,9737943652,https://www.crunch.com/locations/parsippany
Crunch Fitness,"{""location"":""600 Winters Ave, Paramus, NJ 07652, USA"",""hours"":""Mon - Thu: 5:00am - 11:00pm\nFriday: 5:00am - 9:00pm\nSat - Sun: 7:00am - 5:00pm"",""prerequisites"":""A form of identification may be required for access.""}",https://www.crunch.com/locations/paramus,9737943652,https://www.crunch.com/locations/parsippany
CUMAC,"CUMAC is located at 223 Ellison Street, Paterson, NJ 07509. The operating hours for the Marketplace are Monday to Friday, 10:00 AM to 3:00 PM. There is no information provided regarding prerequisites such as identification requirements.",https://www.cumac.org/,9737425518,https://www.cumac.org/
Cumberland County Code Blue Coalition,"New Jersey Code Blue provides warming center services during severe cold weather. Various locations serve as warming centers throughout New Jersey, including public libraries, shopping centers, and senior activity centers. The operation hours vary by location, generally functioning during the evening to morning hours. To access these services, no specific identification is mentioned as a prerequisite, but individuals may need to check local activation notices or contact the Statewide Homeless Hotline at 211 for more assistance.",https://nj211.org/njcodeblue,8446254673,https://www.homelessshelterdirectory.org/shelter/nj_cumberland-county-code-blue-coalition-warming-centers
Cumberland County Guidance Center,"Location: Cumberland County Guidance Center, 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://ccgcnj.org/,8564555555,https://ccgcnj.org/
CVS,"Location: 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332  
Operating Hours: Not specified  
Prerequisites: Not specified",https://www.cvs.com/store-locator/cvs-pharmacy-locations/New-Jersey,8568256810,https://www.cvs.com/store-locator/cvs-pharmacy-locations/New-Jersey
CVS #17250 - Millville,"The Guidance Center is located at 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332. There is no information regarding specific operating hours or prerequisites for using their services, such as identification requirements.",https://www.cvs.com/store-locator/millville-nj-pharmacies/2100-n-2nd-st-millville-nj-08332/storeid=17250,8564555555,https://www.cvs.com/store-locator/millville-nj-pharmacies/2100-n-2nd-st-millville-nj-08332/storeid=17250
CVS #2207 - Millville,"Location: 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332  
Operating Hours: Not specified  
Prerequisites: Not specified, but for emergency services, a phone call is required at (856) 455-5555.",https://www.cvs.com/store-locator/millville-nj-pharmacies/1209-north-high-st-millville-nj-08332/storeid=2207,8568256810,https://www.cvs.com/store-locator/millville-nj-pharmacies/1209-north-high-st-millville-nj-08332/storeid=2207
CVS #5855 - Vineland,"The Guidance Center is located at 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332. Operating hours are not specified on the website. There is a crisis hotline available 24/7 at (856) 455-5555 for emergency services. The text does not mention specific prerequisites for accessing their services, such as identification requirements.",https://www.cvs.com/store-locator/vineland-nj-pharmacies/1163-e-chestnut-ave-vineland-nj-08360/storeid=5855,8564555555,https://www.cvs.com/store-locator/vineland-nj-pharmacies/1163-e-chestnut-ave-vineland-nj-08360/storeid=5855
CVS #8951 - Vineland,"The Guidance Center is located at 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332. The center provides various mental health services but does not specify operating hours on the website. There is no information provided regarding prerequisites such as identification requirements to use their services.",https://www.cvs.com/store-locator/vineland-nj-pharmacies/3629-e-landis-ave-vineland-nj-08361/storeid=8951,8564555555,https://www.cvs.com/store-locator/vineland-nj-pharmacies/3629-e-landis-ave-vineland-nj-08361/storeid=8951
CVS Pharmacy,"Location: 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332  
Operating Hours: Not specified  
Prerequisites: Not mentioned",https://www.cvs.com/store-locator/cvs-pharmacy-locations/New-Jersey,8564555555,https://www.cvs.com/store-locator/cvs-pharmacy-locations/New-Jersey
DASs Taxi & limo,"Dad's Taxi & Limo is located at 13 Adams St, Newton, NJ 07860. There are no specified operating hours available. The service does not mention any prerequisites such as the need for identification.",https://www.mapquest.com/us/new-jersey/dads-taxi-limo-419621717,2676478728,https://www.yelp.com/biz/dash-away-car-service-sicklerville
DAWN Center for Independent Living,"DAWN Center for Independent Living serves people with disabilities in the New Jersey counties of Morris, Sussex, and Warren. The specific operating hours are not provided. There is no mention of prerequisites such as identification needed to access services.",https://dawncil.org/,8883833296,https://dawncil.org/contact-us/
DAWN Center For Independent Living,"The DAWN Center for Independent Living serves individuals with disabilities in Morris, Sussex, and Warren counties in New Jersey. Operating hours are not specified. There is no information regarding prerequisites such as forms of identification required to utilize services.",https://dawncil.org/,8883833296,https://dawncil.org/contact-us/
DBSA,"Location: Various locations in New Jersey, including Sussex County Library (Franklin), Shimon and Sara Birnbaum Jewish Community Center (Bridgewater), and others.  
Operating hours: Varies by location, including Tuesdays 6:00 PM - 7:30 PM, Wednesdays 7:00 PM - 8:45 PM, and several others.  
Prerequisites: No specific prerequisites mentioned, but it is advisable to contact the support groups for in-person meeting details before attending.",https://dbsanewjersey.org/,8888292483,https://dbsanewjersey.org/contact/
DBSA online support groups,"Location: Various locations in New Jersey including Sussex County Library (Franklin), Jewish Community Center (Bridgewater), Getting Together Self Help Center (Flemington), and others.

Operating Hours: Support group meetings occur at different times, generally in the evenings and on weekends. For example, meetings are held on Tuesdays at 6:00 PM, Fridays at 12:00 PM, Wednesdays at 7:00 PM, and various other times.

Prerequisites: No specific prerequisites mentioned for participating in the support groups. However, it is advisable to contact the respective group for more details before attending.",https://dbsanewjersey.org/,8888292483,https://dbsanewjersey.org/
Deal Lake Medical Associates,"Deal Lake Medical Associates is located at 607 8th Ave, Asbury Park, NJ 07712. They offer telehealth services and have free onsite parking. There is no specific mention of operating hours or prerequisites such as forms of identification to access services.",https://www.healthgrades.com/group-directory/nj-new-jersey/asbury-park/deal-lake-medical-associates-x7wm74,7327740200,https://www.healthgrades.com/group-directory/nj-new-jersey/asbury-park/deal-lake-medical-associates-x7wm74
Deirdre's House,"Deirdre's House is located in Morris County, NJ, and is dedicated to supporting child victims of abuse and neglect, as well as children who have witnessed violence. They provide services including forensic interviews, medical examinations, and clinical counseling. The operating hours are not specified on the website. No specific prerequisites such as identification are mentioned for utilizing their services, but they are geared towards children in need of support.",https://www.deirdreshouse.org/,9736315000,https://www.deirdreshouse.org/
Delaware Valley Food Pantry,"Location: 1 Cherry St., Lambertville, N.J.  
Operating Hours: Wednesday 2:00pm-4:00pm, Saturday 10:00am-12:00pm  
Prerequisites: No specific information found regarding identification or other prerequisites is mentioned.",https://delawarevalleyfoodpantry.org/,6096618699,https://delawarevalleyfoodpantry.org/
dennis library,"**Location:** 1 Cherry St., Lambertville, N.J.  
**Hours of Operation:** Wednesday 2:00pm-4:00pm, Saturday 10:00am-12:00pm  
**Prerequisites:** The text does not specify any prerequisites for using the food pantry, such as a need for identification.",https://sussexcountylibrary.org/dennis-branch/,6096618699,https://sussexcountylibrary.org/dennis-branch/
Depart of Housing and Urban Development,"Location: Newark, NJ - One Newark Center, 1085 Raymond Boulevard, 13th Floor, Newark, NJ 07102-5260. Phone: (973) 776-7200.

Operating Hours: Not specified.

Prerequisites: No specific identification or forms required mentioned, but for various services (like housing assistance), it suggests contacting local Public Housing Authorities or HUD Approved Housing Counseling Agencies which may have their own requirements.",https://www.hud.gov/nj,2027081112,https://www.hud.gov/states/new_jersey/offices
Department Head/County Health Officer,"Location: 314 State Route 12, County Complex, Building #1, Flemington, NJ 08822  
Operating Hours: Not specified  
Prerequisites: No specific information on prerequisites found.",https://www.co.hunterdon.nj.us/162/Health-Department,,https://www.nj.gov/health/lh/documents/LocalHealthDirectory.pdf
Department of Health& Human Services,"222 South Warren Street, PO Box 700, Trenton, NJ 08625-0700. No specific operating hours or prerequisites mentioned.",https://www.nj.gov/humanservices/,844REACHNJ,https://www.nj.gov/humanservices/
Department of Labor and Workforce Development,"Department of Labor & Workforce Development is located at 1 John Fitch Plaza, Trenton, NJ 08611. The operating hours are not specified. There may be prerequisites such as needing identification or other documentation to use certain services, but no specific requirements are mentioned in the provided text.",https://www.nj.gov/labor/,6099844540,https://www.nj.gov/labor/aboutlwd/contactus.shtml
Depression and Bipolar Support Alliance (DBSA),"Location: 55 E Jackson Blvd, Suite 490, Chicago, IL 60604  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned; however, individuals may need to reach out for support.",https://www.dbsalliance.org/,8888292483,https://dbsanewjersey.org/
Depression Bi-Polar Support Alliance,"Location: Support groups are held at various locations in New Jersey, including Sussex County Library (Franklin), Shimon and Sara Birnbaum Jewish Community Center (Bridgewater), Getting Together Self Help Center (Flemington), and several others.

Operating hours: Support group times vary by location, typically including evenings and weekends. For example, meetings are held on Tuesdays from 6:00 PM to 7:30 PM in Franklin, Wednesdays from 7:00 PM to 8:45 PM in Bridgewater, and Sundays from 3:00 PM to 4:30 PM in Freehold.

Prerequisites: It is generally recommended to contact the group before attending; specific identification requirements were not mentioned in the information provided.",https://dbsanewjersey.org/,8888292483,https://dbsanewjersey.org/
Dept of Human Services – Aging Services,"The Division of Aging Services (DoAS) is located at 222 South Warren Street, PO Box 700, Trenton, NJ 08625-0700. The operating hours are not explicitly stated on the website. There are various services and programs offered, but no specific prerequisites mentioned regarding identification or other requirements for utilizing their services.",https://www.nj.gov/humanservices/doas/,18007928820,https://www.nj.gov/humanservices/doas/contact/
Deptford family dental,"Deptford Family Dental is located at 2000 Clements Bridge Rd, Deptford, NJ 08096. The operating hours are not specified on the provided text. There is no information regarding prerequisites such as identification necessary to use the services.",https://deptfordfamilydental.com/,8568486006,https://deptfordfamilydental.com/
DHS Commission For The Blind/Visually Impaired,,https://www.nj.gov/humanservices/cbvi/,,https://www.nj.gov/humanservices/cbvi/
Diabetes Foundation Inc.,"Location: 45 Whitney Rd., 2M, Mahwah, NJ 07430  
Operating Hours: Not specified  
Prerequisites: None mentioned; services are available regardless of age, type of diabetes, insurance, or financial status.",https://diabetesfoundationinc.org/,2014440337,https://diabetesfoundationinc.org/
Diabetes Foundation,"Location: 45 Whitney Rd., 2M Mahwah, NJ 07430  
Operating Hours: Not specified  
Prerequisites: No prerequisites are mentioned for using the services.",https://diabetesfoundationinc.org/,2014440337,https://diabetesfoundationinc.org/
Dialectical Behavioral Therapy,"The website provides information about Dialectical Behavior Therapy (DBT) therapists in New Jersey. Locations mentioned include Verona, NJ 07044; Somers Point, NJ 08244; Parsippany, NJ 07054; Chester, NJ 07930; Ridgewood, NJ 07450; Jersey City, NJ 07306; Brick, NJ 08723; Red Bank, NJ 07701; Lawrenceville, NJ 08648; Flemington, NJ 08822; and Westfield, NJ 07090. 

There is no specific information regarding operating hours or prerequisites such as forms of identification needed to access services.",https://www.psychologytoday.com/us/therapists/new-jersey?category=dialectical-dbt,9735322256,https://www.njccdbt.com/
Digital Literacy Training,"Northstar Digital Literacy is a program offered through various libraries across New Jersey to help individuals develop essential computer and online skills. It provides online, self-guided modules that assess abilities in areas such as basic computer skills, essential software skills, and using technology in daily life. The program is available at multiple library locations throughout New Jersey. There are no specific prerequisites mentioned for using Northstar Digital Literacy, but access may require a library card or account depending on the individual library’s policies. Operating hours vary by library.",https://www.njstatelib.org/services_for_libraries/american-rescue-plan-act-arpa/labor-and-literacy-library-program/northstar-digital-literacy/,6092782640,https://www.njstatelib.org/services_for_libraries/american-rescue-plan-act-arpa/labor-and-literacy-library-program/northstar-digital-literacy/
Disability Rights New Jersey,"Disability Rights New Jersey is located at 210 S Broad Street, 3rd Floor, Trenton, New Jersey 08608. They operate a helpline for assistance at 1.800.922.7233 (in NJ only). There is no specific mention of prerequisites such as identification needed to access their services.",https://disabilityrightsnj.org/,8009227233,https://disabilityrightsnj.org/get-in-touch/contact-information/
Disability Rights New Jersey Client Assistance Program,"Location: Disability Rights New Jersey, 210 South Broad Street, 3rd floor, Trenton, New Jersey 08608  
Operating Hours: Not specified  
Prerequisites: None mentioned explicitly, but users must make and keep appointments with their counselor or contact them to cancel and reschedule.",https://www.nj.gov/labor/career-services/special-services/individuals-with-disabilities/cap.shtml,8009227233,https://disabilityrightsnj.org/get-in-touch/contact-information/
Disaster Relief,"The website provides disaster assistance information for New Jersey but does not specify a physical location or operating hours. Additionally, there is no mention of prerequisites such as forms of identification required for accessing these services.",https://www.nj.gov/nj/safety/disaster/,6092926000,https://www.nj.gov/disasterhelp/
Discipleship Houses,"""""",https://nj211.org/resource-search/program/63453557,,https://nj211.org/resource-search/program/63453557
Displaced Homemaker Program,"The Displaced Homemaker Services provide support to individuals who have been out of the workforce and need assistance in returning to it due to changes in their household income situation. Programs are available across various counties in New Jersey, including job counseling, training, educational services, and referrals to social services. 

Location: Various counties in New Jersey (specific programs listed for each county).  
Operating Hours: Not specified.  
Prerequisites: No specific prerequisites mentioned, but it is implied that participants may need to demonstrate qualification as a displaced homemaker.",https://www.nj.gov/labor/career-services/special-services/displaced-homemakers/,,https://www.nj.gov/labor/career-services/special-services/displaced-homemakers/
Division of Development Disabilities,"The Division of Developmental Disabilities is located at 222 South Warren Street, PO Box 700, Trenton, NJ 08625-0700. There are no specific operating hours provided on the website. To apply for services, individuals need to determine their eligibility, which may involve some form of identification or documentation as part of the application process, but specific prerequisites are not detailed on the site.",https://www.nj.gov/humanservices/ddd/,6096331482,https://www.nj.gov/humanservices/ddd/about/contactus
Division of Mental Health and Addiction Services,"The Division of Mental Health and Addiction Services (DMHAS) operates in New Jersey and oversees a comprehensive array of community-based behavioral health services. Operating hours are not specified on the website. There are no specific prerequisites mentioned for using their services regarding forms of identification, but potential users are encouraged to check the service details provided on their site.",https://www.nj.gov/humanservices/dmhas/home/,,https://988lifeline.org/chat
Division of Vocational Rehabilitation Services,"The Vocational Rehabilitation Services (DVRS) operates throughout New Jersey. Individuals with physical, mental, cognitive, or other disabilities that pose a substantial impediment to employment may qualify for services. The primary requirement is to demonstrate a documented disability to access these services. Operating hours may vary by location, and individuals can walk into a One-Stop Career Center or request an appointment. Identification may be needed depending on specific service requirements.",https://www.nj.gov/labor/career-services/special-services/individuals-with-disabilities/,6092925987,https://www.nj.gov/labor/career-services/special-services/individuals-with-disabilities/
Division of Vocational Rehabilitation Vocational Rehabilitation Services (DVRS),"Location: Multiple One-Stop Career Centers throughout New Jersey, including specific addresses in Atlantic, Bergen, Burlington, Camden, Cape May, Cumberland, Essex, Gloucester, Hudson, Hunterdon, Mercer, Middlesex, Monmouth, Morris, Ocean, Passaic, Salem, Somerset, Sussex, Union, and Warren Counties.

Operating Hours: Not specified.

Prerequisites: Individuals must have a physical, mental, cognitive, or other form of disability that is a substantial impediment to employment to qualify for vocational rehabilitation services. Additional documentation may be required based on specific services.",https://www.nj.gov/labor/career-services/special-services/individuals-with-disabilities/,6092925987,https://www.nj.gov/labor/career-services/special-services/individuals-with-disabilities/
Division of Wage and Hour Compliance,"Location: 1 John Fitch Plz, Trenton, NJ 08611  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned for accessing services, but users may need to file complaints or obtain permits.",https://www.nj.gov/labor/wageandhour/,6092922305,https://www.nj.gov/labor/wageandhour/support/contact/
Door Into The Future,"Door Into the Future is located at 823 Main Avenue, Passaic, NJ 07055. The facility offers outpatient and detox programs, with flexible operating hours; however, specific hours are not provided. There is no mention of prerequisites such as identification requirements for using their services.",https://www.rehab.com/door-into-the-future,9739284260,https://www.rehab.com/door-into-the-future
Doors of Growth Counseling,"Location: Address TBD  
Operating Hours: Monday 12pm-7pm, Wednesday 12pm-7pm, Friday 10am-7pm (Last appointment at 6:00pm)  
Prerequisites: No phones or electronics allowed in Therapy Space; no specific identification requirements mentioned.",http://doorsofgrowth.com/,,http://doorsofgrowth.com/
"DOUGLAS J RATNER, MD","Dr. Douglas Ratner, MD, specializes in Geriatric Medicine and Internal Medicine. He is located at Jersey City Medical Center, 355 Grand St, Jersey City, NJ, 07302. The contact number is (201) 915-2000. There is no information provided regarding operating hours or prerequisites for using the services, such as identification requirements.",https://doctor.webmd.com/doctor/douglas-ratner-2a7da250-dec5-11e7-9f4c-005056a225bf-overview,9733283344,https://www.sharecare.com/doctor/dr-douglas-j-ratner
"Dr. Edmund T Karam, Cardiologist","Location: Shore Heart Group, PA, 1820 Route 33, Suite 4B, Neptune, NJ 07753.  

Operating Hours: Not specified.  

Prerequisites: No specific prerequisites mentioned; however, a phone call is indicated for scheduling appointments (732-776-8500).  ",https://doctors.hackensackmeridianhealth.org/provider/edmund-t-karam/1317696,7327768500,https://doctors.hackensackmeridianhealth.org/provider/edmund-t-karam/1317696
Dr. Fretta’s Total Vein Care,"Eatontown Location: 142 Rte 35 S, Eatontown, NJ 07724.  
West Orange Location: 81 Northfield Ave Suite 201, West Orange, NJ 07052.  
Operating Hours: Not specified.  
Prerequisites: No specific identification requirements mentioned.",http://drfrettatotalveincare.com/,9732432200,http://drfrettatotalveincare.com/
"Dr. Joseph G Boak, Cardiologist","Location: Riverview Medical Associates, 4 Hartford Drive, Suite 1, Tinton Falls, NJ 07701  
Operating Hours: Not specified  
Prerequisites: Patients may need to contact the doctor's office to confirm acceptance of insurance and any necessary identification.",https://doctors.hackensackmeridianhealth.org/provider/joseph-g-boak/1316020,7327413600,https://doctors.hackensackmeridianhealth.org/provider/joseph-g-boak/1316020
Dr. Lookman K. Odejobi MD,"Location: 2100 Route 33, Suite 7, Neptune, NJ 07753  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://doctors.hackensackmeridianhealth.org/provider/lookman-k-odejobi/1314637,7327769776,https://doctors.hackensackmeridianhealth.org/provider/lookman-k-odejobi/1314637
Dr. Lori Nixon-Bethea,"Location: Farley Center, Georgian Court University, New Jersey  
Operating Hours: Tuesday (virtual) 9-10:30 AM, Wednesday (virtual) 4:30-6 PM, Thursday 11:30 AM-12:30 PM  
Prerequisites: No specific prerequisites mentioned for using the services; however, the operating hours indicate virtual sessions might imply the need for an internet connection and possibly identification for certain university services.",https://georgian.edu/academics/faculty/lori-nixon/,7324791133,https://www.psychologytoday.com/us/therapists/dr-lori-nixon-bethea-oakhurst-nj/240147
"Dr. Margaret Zakahycz, Podiatrist","Location: 1300 Highway 35, Suite 101, Ocean, NJ 07712, Plaza 1, Suite 101  
Operating Hours: Not specified  
Prerequisites: No specific information about prerequisites like identification was found.",https://www.drzakanycz.com/,7325310490,https://www.drzakanycz.com/
Dr. Rajnessh Mehta,"Location: RWJBarnabas Health Medical Group, 1300 Highway 35 S., Suite 204 Plaza II, Ocean, NJ 07712  
Operating Hours:  
- Monday: 9:00 AM to 5:00 PM  
- Tuesday: 9:00 AM to 6:00 PM  
- Thursday: 9:00 AM to 5:00 PM  
- Friday: 9:00 AM to 5:00 PM  
Prerequisites: It is advisable to verify with the physician's office that they are still a participating provider prior to your appointment.",https://www.rwjbh.org/doctors/rajneesh-g-mehta-md/,7325316400,https://www.rwjbh.org/doctors/rajneesh-g-mehta-md/
Dr. Sandra Connolly,"Location: 1930 Heck Ave Ste 2, Neptune, NJ 07753  
Operating Hours: Not specified  
Prerequisites: No specific information found regarding prerequisites such as identification.",https://www.healthgrades.com/physician/dr-sandra-connolly-xc5rd,7325028900,https://www.healthgrades.com/physician/dr-sandra-connolly-xc5rd
"Ear, Nose & Throat of New Jersey","Location: Toms River, NJ  
Operating Hours: Not specified  
Prerequisites: Not specified",https://www.entnj.com/,7329142233,https://www.entnj.com/
Early Head Start (Center for Family Resources),"The Center for Family Resources is located at 12 Morris Road, Ringwood, New Jersey 07456. It operates Monday to Friday from 8:30 AM to 4:00 PM. There are no specific prerequisites mentioned for using the services, but it is advisable to contact them for information on enrollment and eligibility.",https://centerforfamilyresources.org/,9739620055,https://centerforfamilyresources.org/
Early Intervention Support Services (Middlesex),"Early Intervention Support Services (EISS) offers short-term mental health services for adults in New Jersey experiencing significant emotional or psychiatric distress. Services are available in all counties, with the option for outreach. While initial visits do not require an appointment, it is recommended to contact the provider beforehand for the best experience. There are no specific prerequisites mentioned for using these services.",https://naminj.org/resources/eiss/,7329400991,https://naminj.org/resources/eiss/
