index,service,description,url,phone,url_phone
213,Child Nutrition Program (Catholic Charities Diocese of Paterson),"The Child Nutrition Program is located at 44 Ward Street, Paterson, NJ 07501. It operates year-round, providing breakfast, lunch, and an afternoon snack to all enrolled children daily. Participation is free for all enrolled children, regardless of their family's financial status. No specific prerequisites, such as identification, are mentioned for using the program.",https://ccpaterson.org/child-nutrition-program,9735230919,https://ccpaterson.org/child-nutrition-program
214,Childcare Subsidy (4CS of Passaic County),"The 4Cs of Passaic County, Inc. is located at 2 Market Street, Suite 300 (within the Paterson Museum Building), Paterson, NJ 07501. Their operating hours are Monday to Friday from 8:30 AM to 4:30 PM. There is no specific information provided regarding prerequisites for using their services, such as forms of identification.",https://www.4cspassaic.org/,9736841904,https://www.4cspassaic.org/contact-us/
215,Children’s Aid and Family Services,"Location: 200 Robin Road, Paramus, NJ 07652  
Operating hours: Not specified  
Prerequisites: Not mentioned in the provided text.",https://cafsnj.org/,2012612800,https://cafsnj.org/
216,ChoicePoint,"Location: Fair Lawn, NJ (North Jersey), Asbury Park (South Jersey), and various locations in New York, Pennsylvania, and other states.

Operating Hours: Not specified.

Prerequisites: No specific prerequisites mentioned, but it is suggested that insurance verification may be necessary for treatment enrollment.",https://www.choicepointhealth.com/,2012612800,https://www.choicepointhealth.com/new-jersey/
217,CHOICES Program,"{""location"":"""",""operating_hours"":"""",""prerequisites"":""""}",https://www.njchoices.org/,6093763500,https://www.nj.gov/education/choice/
218,Christ Church,"Christ Church has multiple locations in Montclair, Rockaway, and Clifton, New Jersey. The weekend in-person service hours are as follows: Montclair Campus at 9:00am, 11:00am, and 1:00pm; Rockaway Campus at 9:00am, 11:00am, and 1:00pm; Clifton Campus at 9:00am and 11:00am. They offer online services on Saturdays at 7:00pm and Sundays at 8:00am, 9:30am, and 11:30am. There are no specific prerequisites mentioned for attending services, such as identification requirements.",https://christchurchusa.org/,9737831010,https://christchurchusa.org/
219,christ community church,"Christ Community Church is located at 2008 Ethel Rd, Piscataway, NJ 08854. They hold services on Sunday mornings at 11:00 AM. There is no specific information regarding prerequisites such as identification needed to attend.",https://www.christcommunitynj.com/,7323939800,https://www.christcommunitynj.com/
222,"CHRISTINE MICHAEL, DO","Location: HMH - Primary Care - Jackson, 27 South Cooks Bridge Road, Suite 2-3, Jackson, NJ 08527  
Operating Hours: Not specified  
Prerequisites: Please contact the doctor's office directly to confirm acceptance of insurance.",https://doctors.hackensackmeridianhealth.org/provider/christine-r-michael/1316196,7329875545,https://doctors.hackensackmeridianhealth.org/provider/christine-r-michael/1316196
223,Circle of Care,"Circle of Care is located at 3 Garret Mountain Plaza, Suite 200, Woodland Park, NJ 07424. Their operating hours are 24 hours a day, 7 days a week, through PerformCare, which can be contacted at 877-652-7624. There may be prerequisites for accessing services, such as eligibility determination through a phone call to PerformCare.",https://www.circleofcarecmo.org/,8776527624,https://circleofcarecmo.org/
224,CJFHC (Central Jersey Family Health Consortium),"Location: North Brunswick, NJ (30 Silverline Dr., 2nd Floor, Suite 1, North Brunswick, NJ 08902) and Morristown, NJ (161 Madison Avenue, Suite 225, Morristown, NJ 07960). 

Operating Hours: Not explicitly stated.

Prerequisites: No specific prerequisites mentioned; self-referral is encouraged. A bilingual staff member is available for Spanish speakers, with interpretation services for other languages also available.",https://cjfhc.org/,7329375437,https://cjfhc.org/
225,Clifton Behavioral Healthcare,"Location: 777 Bloomfield Avenue, Clifton, NJ 07012  
Operating Hours:  
- Monday to Thursday: 9:00 a.m. to 9:00 p.m.  
- Friday: 8:30 a.m. to 4:30 p.m.  
- Saturday: 9:00 a.m. to 4:00 p.m.  
- Medical withdrawal management: 7 days a week by appointment.  
Prerequisites: Clients may need to bring a form of identification and insurance information. Those without insurance can apply for financial assistance.",https://www.servbhs.org/programs-services/clifton-community-behavioral-health-center.html,9735940125,https://www.servbhs.org/programs-services/clifton-community-behavioral-health-center.html
226,Clonmell United Methodist Church,"Clonmell United Methodist Church is located in Gibbstown, NJ. Unfortunately, the website does not provide specific information regarding operating hours or prerequisites for attendance.",https://www.facebook.com/ClonmellUMC/,8564231196,https://www.umc.org/find-a-church/church?id=001Um00000PFGeHIAX
227,Clothing Drives Program,"Located in Flanders, New Jersey, NJ Clothing Drive operates to provide fundraising services for local communities. Operating hours are not specified. There are no explicit prerequisites mentioned for using their services, such as the need for identification.",https://njclothingdrive.com/,7323960357,https://www.clothingdrive.net/
228,"Coastal Habitat for Humanity, Monmouth County","Location: Monmouth County, New Jersey  
Operating Hours: Not specified  
Prerequisites: Requires identification to donate items (send an email with photos and address to restore@habitatmonmouth.org).",https://monmouthhabitat.org/,7325778160,https://monmouthhabitat.org/contact-us/
229,Coastal Urology,"Location: 446 Jack Martin Boulevard, Brick, NJ 08724  
Operating Hours: Not specified in the provided text.  
Prerequisites: No specific prerequisites mentioned for using their services.",http://www.coastalurologynj.net/,7328404300,http://www.coastalurologynj.net/
230,Code Blue Camden Center,"When the Camden County Health Officer declares a Severe Weather Emergency, various municipalities activate their Code Blue response plans to provide shelter for individuals in need. This typically occurs when temperatures fall to 32 degrees or below. Those seeking shelter should contact their local municipality. Additional resources can be accessed through the Camden County Department of Health and Human Services at (800) 999-9045. 

No explicit prerequisites are mentioned for using the warming centers, such as identification requirements.",https://www.camdencounty.com/service/health-human-services/warming-centers/,8009999045,https://www.camdencounty.com/service/health-human-services/warming-centers/
231,Colonial Manor Methodist Church,"Colonial Manor United Methodist Church is located at 1312 Tatum Ave, Woodbury, New Jersey, 08096. The contact phone number is 856-845-8926. The church has an attendance of 32 and services are conducted in English. There are no specific prerequisites mentioned for using the church's services, such as needing a form of identification. Information about operating hours is not provided.",https://www.umc.org/en/find-a-church/church?id=001Um00000PFD0yIAH,8568458926,https://www.umc.org/en/find-a-church/church?id=001Um00000PFD0yIAH
232,Colonial Park,"Colonial Park is located at 156 Mettlers Road, Somerset, NJ 08873. The park features a variety of recreational activities and facilities, including picnic areas, a dog park, and athletic fields. There are no specific operating hours mentioned for the park. Additionally, no prerequisites such as identification for entry or participation are indicated in the provided information.",https://www.somersetcountyparks.org/colonial-park,9087221200,https://www.somersetcountyparks.org/colonial-park
233,Community Access Unlimited,"Location: 80 West Grand Street, Elizabeth, NJ  
Operating Hours: Not specified  
Prerequisites: No specific information found regarding prerequisites such as identification or forms.",https://www.caunj.org/,9083543040,https://www.caunj.org/contact/
235,Community Baptist Church,"Community Baptist Church is located at 224 First Street, Englewood, NJ 07631. They hold worship services on Sundays at 9:30 AM. No specific prerequisites or forms of identification are mentioned for attendance.",https://www.cbcofe.org/,2015686369,https://www.cbcofe.org/
236,Community Baptist Church of Englewood,"Location: 224 First Street, Englewood, NJ 07631  
Operating hours: Sundays at 9:30 AM  
Prerequisites: No specific prerequisites mentioned; however, a contact form is available for inquiries.",https://www.cbcofe.org/,2015686369,https://www.cbcofe.org/
238,Community Coordinated Child Care of Union County,"Community Coordinated Child Care of Union County is located at 2 City Hall Plaza, 3rd Floor, Rahway, NJ 07065. The operating hours are not specified. There is no information regarding prerequisites for using their services, such as the need for a form of identification.",https://www.ccccunion.org/,9739231433,https://www.ccccunion.org/
239,Community Development,"145 W. Hanover Street, Trenton, NJ 08618, United States. No specific operating hours or prerequisites mentioned.",https://www.hcdnnj.org/,6096336283,https://www.hud.gov/states/new_jersey/community/cdbg
240,Community Food Bank of NJ,"Hillside, NJ and Egg Harbor Township, NJ. No specific operating hours mentioned. No explicit prerequisites noted for using services, but assistance may require applications for programs like SNAP and WIC.",https://cfbnj.org/,9083553663,https://cfbnj.org/
242,Community Health Law Project,"185 Valley Street, South Orange, NJ 07079. There are no specific operating hours mentioned. Eligibility for services includes individuals with disabilities, low-income status, and residency in the community; no specific prerequisites like identification are indicated.",https://www.chlp.org/,9732751175,https://www.chlp.org/contact-us
243,Community Hope,"Location: 959 Route 46 East, Suite 402, Parsippany, NJ 07054  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned.",https://www.communityhope-nj.org/,9734639600,https://www.communityhope-nj.org/contact-us/
244,Community In Connection,"Location: 9 Church Street, Bernardsville, NJ 07924  
Operating Hours: Not specified  
Prerequisites: No information found.",https://communityincrisis.org/community-in-connection-gallery/,9738763378,https://communityincrisis.org/community-in-connection-gallery/
246,Community Options Enterprises,"Community Options Enterprises, Inc. operates several businesses that integrate people with disabilities into the workforce, including gift shops and office services. 

**Location:** 
- ""Presents of Mind"" is located at 240 Route 206, Flanders, NJ 07836.
- ""Daily Plan It"" has multiple locations including:
  - Tempe, AZ: 2239 W Baseline Road, Tempe, AZ 85283.
  - Denville, NJ: 95 East Main Street, Denville, NJ 07834.
  - Forked River, NJ: 510 South Main Street, Forked River, NJ 08731.
  - Moorestown, NJ: 212 West Route 38, Suite 200, Moorestown, NJ 08057.
  - Morristown, NJ: 150-152 Speedwell Avenue, Morristown, NJ 07960.
  - Princeton, NJ: Several locations listed under Princeton.
  - Newtown, PA: 17 Blacksmith Road, Second Floor, Newtown, PA 18940.
  - Pittsburgh, PA: 900 Sarah Street, Pittsburgh, PA 15203.
- ""Vaseful Flowers and Gifts"" has locations in Edison, NJ (256 Route One, Edison, NJ 08817) and Princeton, NJ (305 Witherspoon Street, Princeton, NJ 08542).

**Operating Hours:** Not explicitly provided on the website.

**Prerequisites:** The text does not mention any specific prerequisites such as forms of identification to use these services.",https://www.comop.org/services/enterprises/,6099519900,https://www.comop.org/about-us/our-offices/new-jersey/
247,"Community Options, Inc.","Location: New Jersey, multiple offices including National Headquarters at 16 Farber Road, Princeton, NJ 08540.  
Operating Hours: Not specified.  
Prerequisites: No specific requirements mentioned, but various residential and employment support services are offered, likely needing assessment or eligibility verification for services.",https://www.comop.org/about-us/our-offices/new-jersey/,6099519900,https://www.comop.org/about-us/our-offices/new-jersey/
249,Community Police Alliance Coordinator's (CPAC),"The Community Police Alliance is located at the Bridgewater Municipal Complex on Commons Way, Bridgewater, NJ 08807. The program operates at no cost to residents and focuses on aiding at-risk individuals before crises escalate. There are no specific prerequisites mentioned for using the services, but residents are encouraged to contact the Community Police Alliance Coordinator, Dameon Stackhouse, for assistance.",https://www.bridgewaterpd.com/community-police-alliance,9085415706,https://www.bridgewaterpd.com/community-police-alliance
251,Community Service Program,"Location: New Jersey (various centers throughout the state)

Operating Hours: Not specified

Prerequisites: No specific requirements listed, but various volunteer centers may have their own guidelines and may require forms of identification based on individual opportunities.",https://nj.gov/state/volunteer-centers.shtml,9739272600,https://www.nj.gov/humanservices/ddd/about/contactus/communityservices/
252,"Community Services, Inc., Ocean County Outreach","Location: Southern Service Center, Manahawkin, Ocean County, NJ.  
Operating Hours: Not specified.  
Prerequisites: No specific information found regarding identification or prerequisites for using the initiative.",https://www.co.ocean.nj.us/oc/ocdhs/frmOutreach.aspx,6099786869,https://www.guidestar.org/profile/22-2070381
253,Community Vegetable Gardens,"Duke Farms Community Garden is located at 1112 Dukes Parkway West, Hillsborough, NJ 08844. It operates with a requirement for members to pay a small fee and contribute four hours of volunteer time for each plot rented. Members must also complete a garden orientation and take an introductory class on organic gardening. 

Morris County Community Garden is found at 353 E. Hanover Ave, Morris Township, NJ 07962. It does not specify operating hours, but requires participants to engage with the local food pantry and may involve sharing high-yield growing techniques. 

Sunset View Community Garden is situated at 27 Pierce Rd, Lafayette, NJ 07848. It does not list specific operating hours but offers free workshops where the public can participate with a suggested donation. Community members are encouraged to support natural gardening practices.

Other gardens listed, such as those in Branchburg, Chester, Hopatcong, and Roxbury, provide various plots but do not specify additional information on operating hours or prerequisites.",https://njskylands.com/farm-community-gardens,2016414950,https://www.ridgefieldpark.org/community-garden
254,Complete Care Health Network,"CompleteCare Health Network operates 14 patient-centered locations across New Jersey, including Cumberland, Gloucester, and Cape May counties. The specific locations include health campuses in Vineland, Bridgeton, Millville, Glassboro, Williamstown, Wildwood, and others. While the website does not specify the exact operating hours, it emphasizes that care is accessible and affordable to all, without constraints related to age, income, or insurance status. It does not mention specific prerequisites for using their services, such as forms of identification.",https://completecarenj.org/,6094650258,https://completecarenj.org/contact-completecare-health-network/
255,Complete Care NJ,"CompleteCare Health Network operates 14 patient-centered locations across New Jersey, including health services in Vineland, Bridgeton, Millville, Glassboro, Wildwood, and others. The operating hours and specific identification prerequisites are not provided on the website.",https://completecarenj.org/,6094650258,https://completecarenj.org/contact-completecare-health-network/
256,Comprehensive Employment Assistance,"The Employment Assistance program in New Jersey provides various resources to help individuals find jobs or training, including One Stop Career Centers and Vocational Rehabilitation Services for individuals with disabilities. To access these services, individuals can locate a One-Stop Career Center or contact specific divisions for assistance. There are no listed prerequisites for using the services, but individuals may need to provide identification or other information during the evaluation for services. The contact numbers for further inquiries are 1-877-872-5627 for general assistance, and 609-292-5987 for Vocational Rehabilitation Services.",https://www.nj.gov/disabilities/employment-assistance/,18778725627,https://www.nj.gov/disabilities/employment-assistance/
257,Consumer Connections http://www.mhanj.org/consumer-connections,"Location: 673 Morris Ave., Suite 100, Springfield, NJ 07081  
Operating Hours: Daily: 8am – 8pm (for emotional support); Weekdays: 8am – 8pm, Weekends: 10am – 4pm (for substance use concerns)  
Prerequisites: No specific identification requirements mentioned.",https://www.mhanj.org/consumer-connections/,8003678850,https://www.mhanj.org/consumer-connections/
258,CONTACT of Ocean & Monmouth Counties,"CONTACT of Ocean & Monmouth Counties is located in Ocean and Monmouth Counties, New Jersey. It operates a 24/7 crisis hotline accessible by calling 732-240-6100, although availability is subject to volunteer presence. There are no specific prerequisites mentioned for using the service, such as identification requirements.",https://contactoceanmonmouth.org/,7322406100,https://contactoceanmonmouth.org/
260,"Cooperative Care Partnership, Inc.","Location: 1076 Route 47 South Rio Grande, NJ 08242  
Operating Hours: Not specified  
Prerequisites: Contact by phone for more information or to complete a phone screening; confirm insurance coverage before services.",https://coopcarecmc.com/,6097416363,https://coopcarecmc.com/
261,Cornerstone Family Programs: Adult Day Outreach Program,"Location: 12 Flagler Street, Morristown, NJ 07960; Social Adult Day Center: 540 W Hanover Avenue, Morristown, NJ 07960.  
Operating Hours: Not specified.  
Prerequisites: Not specified.  ",https://cornerstonefamilyprograms.org/,9735381229,https://cornerstonefamilyprograms.org/
262,Counseling Center at Fair Lawn,"The Counseling Center at Fair Lawn is located at 16-01 Broadway, Fair Lawn, NJ 07410. The center operates Monday to Friday from 8 AM to 10 PM and on Saturday from 9 AM to 1 PM. There is no specific information regarding prerequisites such as forms of identification needed to access the services.",https://www.fairlawncounselingcenter.com/,2013895326,https://www.fairlawncounselingcenter.com/
263,Counseling Program (New Bridge),"The Counseling Center at Fair Lawn is located at 16-01 Broadway, Fair Lawn, NJ 07410. Their operating hours are Monday to Friday from 8 AM to 10 PM, and Saturday from 9 AM to 1 PM. For admission, they recommend calling 201-389-5326, which is available 24/7. No specific prerequisites regarding identification or forms are mentioned in the provided information.",https://newbridge.org/,2013895326,https://newbridge.org/contact-location/
264,Counseling Services (Mental Health Clinic of Passaic),"Location:  
- 35 Orange Ave, Clifton, NJ 07013 (Phone: 973-777-1403)  
- 1451 Van Houten Ave, Clifton, NJ 07013 (Phone: 973-473-2775)  
- 111 Lexington Ave, Passaic, NJ 07055 (Phone: 973-471-8006)  
- 185 Paulison Ave, Passaic, NJ 07055 (Phone: 973-473-2408)  
- 124 Gregory Ave, Passaic, NJ 07055 (Phone: 973-928-7244)  
- 108-114 Hoover Ave, Passaic, NJ 07055 (Phone: 973-737-5800)  

Operating hours: No specific hours mentioned.  

Prerequisites: No specific prerequisites mentioned, but potential clients may need to contact the center or complete a contact form for more information.",https://mhcp.org/,9734732775,https://mhcp.org/
265,"Counseling Support Services, LLC","Location: Not specified.  
Operating Hours: Not specified.  
Prerequisites: Clients need to complete intake procedures which include providing demographics, consent forms, insurance information, and agreeing to confidentiality.",https://www.counselingsupportservices.com/,7322721340,https://www.monmouthresourcenet.org/search/counseling-support-services-llc/
266,County College of Morris American Sign Language Courses,"Location: 214 Center Grove Road, Randolph, NJ 07869-2086  
Operating Hours: Not specified  
Prerequisites:  
- ASL-111 is required for ASL-112  
- ASL-112 is required for ASL-211  
- ASL-211 is required for ASL-212  
- Student must complete form of identification or obtain permission from the department chair for course enrollment.",https://catalog.ccm.edu/credit/courselistings/asl/,9733285000,https://catalog.ccm.edu/credit/courselistings/asl/
268,"Covid Connect Entity (CCE),","Mental Health & Addiction COVID CONNECT Help Line is located at 280 Godwin Avenue, Midland Park, NJ 07432. The operating hours are Monday to Friday from 9 AM to 5 PM. There is no specific information mentioned about prerequisites for using the service.",https://www.midlandparknj.gov/covid-19-information/news/mental-health-addiction-covid-connect-help-line,8332230011,https://www.midlandparknj.gov/covid-19-information/news/mental-health-addiction-covid-connect-help-line
270,COVID-19 Counseling,"The NJ Department of Human Services offers resources for emotional support due to the coronavirus through the NJ Mental HealthCares Helpline, which is available to New Jersey residents without any prerequisites. The helpline for individuals who are deaf and/or hard of hearing is accessible via videophone at 973-870-0677 from Monday to Friday, 9:00 am to 5:00 pm. Additionally, ReachNJ is a 24/7 hotline for those with Substance Use Disorder, connecting callers to trained addiction counselors at 844-732-2465, regardless of insurance status. No specific forms of identification are required to access these services.",https://www.nj.gov/humanservices/dmhas/information/stakeholder/covid19consumerandfamilyresources.html,9738700677,https://www.nj.gov/humanservices/dmhas/information/stakeholder/covid19consumerandfamilyresources.html
272,COVID-19 Vaccination Ride,"NJ TRANSIT has discontinued its VAXRIDE initiative. There is no available information regarding operating hours or prerequisites, such as identification.",https://www.njtransit.com/vaxride,9088763315,https://oldwtmorris.org/index.php/departments/health/covid-19/nj-211-ride-united-free-transport-for-vaccinations.html
273,COVID-19 Vaccine Appointment Finder,"Everyone 6 months or older is eligible for a COVID-19 vaccine in New Jersey. There are no specified operating hours for vaccination locations, as they may vary by provider. Individuals looking to schedule an appointment should contact their usual vaccine provider, and some locations might accept walk-ins. No specific prerequisites, such as identification, are mentioned, but individuals who are Medicaid-eligible, uninsured, or underinsured may find designated providers offering no-cost vaccines.",https://covid19.nj.gov/pages/vaccine,18009621253,https://covid19.nj.gov/pages/vaccine
274,COVID-19 Vaccines: Myth Versus Fact,"Vaccine Facts, Fears and Myths Addressed is a virtual town hall series hosted by the New Jersey Department of Health, focusing on the COVID-19 vaccines. There is no specific mention of a physical location or operating hours, as the events are virtual. Additionally, there are no prerequisites mentioned for participation, such as identification requirements.",https://www.nj.gov/health/vaccine-facts-fears-myths-addressed.shtml,8002324636,https://www.cdc.gov/covid/vaccines/myths-facts.html
275,CPC Aberdeen Counseling Center,"- **Aberdeen Counseling Center**: 1088 Highway 34, Aberdeen, NJ 07747; Operating Hours: Mon, Tue, Thu 8:00 AM - 8:00 PM, Wed & Fri 8:00 AM - 5:00 PM.
- **Howell Counseling Center**: 4539 U.S. Highway 9, Howell, NJ 07731; Operating Hours: Mon 8:00 AM - 5:00 PM, Tue & Wed 8:00 AM - 8:00 PM, Thu 8:00 AM - 6:00 PM, Fri 8:00 AM - 5:00 PM.
- **Freehold Counseling Center**: 22 Court Street, Freehold, NJ 07728; Operating Hours: Mon to Thu 8:00 AM - 9:00 PM, Fri 8:00 AM - 5:00 PM.
- **Children’s Mobile Response & Stabilization Program Office**: 72 Morris Ave, Neptune, NJ 07753.
- **Helen Herrmann Counseling Center (Red Bank/Middletown)**: 270 Highway 35 Red Bank, NJ 07701; Operating Hours: Mon to Thu 8:00 AM - 9:00 PM, Fri 8:00 AM - 5:00 PM, Sat 9:00 AM - 1:00 PM.
- **High Point School Campus**: 1 High Point Center Way, Morganville, NJ 07751; Operating Hours: Main Office Mon - Fri 8:00 AM - 3:30 PM, Elementary School: 9:00 AM - 2:00 PM, Adolescent School: 8:45 AM - 2:45 PM.
- **Eatontown Administrative Office**: 10 Industrial Way East, Suite 108, Eatontown, NJ 07728; Operating Hours: Mon - Fri 8:00 AM - 5:00 PM.

No information regarding prerequisites or identification requirement was found.",https://cpcintegratedhealth.org/locations/,18002509811,https://cpcintegratedhealth.org/locations/
276,Crescent Avenue Presbyterian Church,"Crescent Avenue Presbyterian Church is located at 716 Watchung Ave, Plainfield, NJ 07060. Worship services are held every Sunday at 10:30 a.m. in the Sanctuary. The website does not specify any prerequisites for attending services or using the facilities.",https://crescentave.church/,9087562468,https://crescentave.church/
277,Criminal Justice Advocacy Program,"The Criminal Justice Advocacy Program (CJAP) is located at The Arc of New Jersey, 985 Livingston Avenue, North Brunswick, NJ 08902. The program does not specify operating hours. To use the program, an Intake and Release of Information Form is required to advocate for individuals with intellectual and developmental disabilities who have been incarcerated or have pending charges. The completed forms can be returned via email or fax.",https://www.arcnj.org/programs/criminal-justice-advocacy-program/criminal-justice-advocacy.html,7322462525,https://www.arcnj.org/programs/criminal-justice-advocacy-program/criminal-justice-advocacy.html
278,Crisis Hotline- Raritan Bay,"Location: 530 New Brunswick Ave, 3rd Floor, Perth Amboy, NJ 08861  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://www.hackensackmeridianhealth.org/en/locations/carrier-behavioral-health-at-raritan-bay-medical-center,7323245119,https://www.hackensackmeridianhealth.org/en/locations/carrier-behavioral-health-at-raritan-bay-medical-center
279,Crisis Text Line,"Location: State of New Jersey

Operating hours: 
- NJ Hopeline: 24 hours a day, 7 days a week
- NJ MentalHealthCares: 8:00 am to 8:00 pm, Monday through Friday
- National Suicide Prevention Lifeline: 24 hours, toll-free
- COP 2 COP: 24 hours a day, 7 days a week
- Vet2Vet: 24 hours a day, 7 days a week

Prerequisites: No specific identification required; services are confidential and available to anyone in need.",https://www.nj.gov/health/suicide/helpme.shtml,741741,https://www.crisistextline.org/
280,Crisis Text Line (24/7 text support),"Crisis Text Line offers free, confidential mental health support 24/7. To connect with a volunteer Crisis Counselor, text HOME to 741741 from anywhere in the United States. There are no prerequisites mentioned for using this service.",https://www.crisistextline.org/,741741,https://www.crisistextline.org/
281,Cross keys family dental,"Cross Keys Family Dental, P.A. is located at 3501 NJ-42 #270, Turnersville, NJ 08012. The operating hours are not specified on the site. It is recommended to contact the office for information regarding prerequisites, such as the need for identification when visiting.",https://crosskeysfamilydental.com/,8567405009,https://crosskeysfamilydental.com/contact-us/
282,Crossroads to Wellness- Care Plus,"Crossroads to Wellness is an intensive outpatient mental health service located at Care Plus NJ’s main facility at 610 Valley Health Plaza, Paramus, NJ. The program is open to all Bergen County residents and is designed to assist adults with acute mental health service needs, including those being discharged from inpatient settings. Operating hours are not specified. There are no listed prerequisites for using this service, such as a need for identification.",https://careplusnj.org/crossroads-to-wellness-is-a-new-program-offered-for-local-adults/,2019865037,https://www.bergenresourcenet.org/search/crossroads-to-wellness-care-plus-nj/
283,Crunch,"{""location"":""790 US-46, Parsippany, NJ 07054, US"",""operating_hours"":""Mon - Fri: 12:00am - 11:00pm\nSat - Sun: 7:00am - 7:00pm"",""prerequisites"":""None specified.""}",https://www.crunch.com/locations/parsippany,8449278624,https://www.crunch.com/contact-us
284,Crunch Fitness,"{""location"":""790 US-46, Parsippany, NJ 07054, USA"",""operating_hours"":""Mon - Fri: 12:00am - 11:00pm; Sat - Sun: 7:00am - 7:00pm"",""prerequisites"":""Requires identification for enrollment.""}",https://www.crunch.com/locations/parsippany,9737943652,https://www.crunch.com/locations/parsippany
285,CUMAC,"CUMAC is located at 223 Ellison Street, Paterson, NJ 07509. The Marketplace operates Monday to Friday from 10:00 AM to 3:00 PM. No specific prerequisites such as identification are mentioned for using their services.",https://www.cumac.org/,9737425518,https://www.cumac.org/
286,Cumberland County Code Blue Coalition,"Cumberland County Code Blue Coalition - Warming Centers is located at 31 N Pearl St, Bridgeton, NJ 08302. The centers operate from 6 PM to 6 AM during the Code Blue Season, which lasts from November through March, initiated when temperatures drop to 32 degrees with precipitation or 25 degrees without. There is no specific information provided regarding prerequisites such as identification.",https://www.homelessshelterdirectory.org/shelter/nj_cumberland-county-code-blue-coalition-warming-centers,8446254673,https://www.homelessshelterdirectory.org/shelter/nj_cumberland-county-code-blue-coalition-warming-centers
287,Cumberland County Guidance Center,"Location: 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332  
Operating hours: Not specified  
Prerequisites: Not specified  ",https://ccgcnj.org/,8564555555,https://ccgcnj.org/
288,CVS,"Location: 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned.",https://www.cvs.com/store-locator/cvs-pharmacy-locations/New-Jersey,8564555555,https://www.cvs.com/store-locator/cvs-pharmacy-locations/New-Jersey
289,CVS #5855 - Vineland,"The Guidance Center is located at 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332. For emergency services, individuals can call (856) 455-5555. The standard phone number for inquiries is (856) 825-6810. There is no information provided regarding operating hours or prerequisites such as identification for accessing services.",https://www.cvs.com/store-locator/vineland-nj-pharmacies/1163-e-chestnut-ave-vineland-nj-08360/storeid=5855,8564555555,https://www.cvs.com/store-locator/vineland-nj-pharmacies/1163-e-chestnut-ave-vineland-nj-08360/storeid=5855
290,CVS #8951 - Vineland,"The Guidance Center is located at 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332. For inquiries, you can contact them at (856) 825-6810 or via email at info@ccgcnj.org. There is no specific information on operating hours or prerequisites such as identification requirements mentioned on the website.",https://www.cvs.com/store-locator/vineland-nj-pharmacies/3629-e-landis-ave-vineland-nj-08361/storeid=8951,8564555555,https://www.cvs.com/store-locator/vineland-nj-pharmacies/3629-e-landis-ave-vineland-nj-08361/storeid=8951
291,CVS Pharmacy,"The Guidance Center is located at 2038 Carmel Road, P.O. Box 808, Millville, New Jersey 08332. They do not specify operating hours on the website. For assistance, the phone number is (856) 825-6810, and for emergency services, individuals can call the crisis hotline at (856) 455-5555. There is no explicit information regarding prerequisites such as the need for identification to access services.",https://www.cvs.com/store-locator/cvs-pharmacy-locations/New-Jersey,8564555555,https://www.cvs.com/store-locator/cvs-pharmacy-locations/New-Jersey
295,DBSA,"Location: Various locations in New Jersey including Sussex County Library in Franklin, Shimon and Sara Birnbaum Jewish Community Center in Bridgewater, Getting Together Self Help Center in Flemington, and others.

Operating Hours: 
- Franklin: Tuesdays 6:00 PM - 7:30 PM & Fridays 12:00 PM - 1:30 PM
- Bridgewater: Wednesdays 7:00 PM - 8:45 PM
- Flemington: Tuesdays 6:30 PM - 8:00 PM
- New Hempstead: Thursdays 6:30 PM - 8:30 PM
- Succasunna: Mondays 7:15 PM - 9:00 PM
- Freehold: Sundays 3:00 PM - 4:30 PM
- Metuchen: Mondays 7:30 PM
- Springfield: Second & fourth Tuesdays of the month 7:30 PM - 9:00 PM
- Belle Mead: Thursdays 7:30 PM - 9:15 PM
- Clifton: Tuesdays 5:30 PM - 6:30 PM
- Online: Tuesdays 7:30 PM - 9:00 PM excluding holidays

Prerequisites: No specific prerequisites noted; however, it is recommended to contact the groups prior to attending meetings for more details.",https://dbsanewjersey.org/,8888292483,https://dbsanewjersey.org/contact/
296,DBSA online support groups,"Location: Various locations in New Jersey, including Sussex County Library in Franklin, Shimon and Sara Birnbaum JCC in Bridgewater, Getting Together Self Help Center in Flemington, and others.

Operating Hours: Support groups meet at different times, including Tuesdays 6:00 PM - 7:30 PM & Fridays 12:00 PM - 1:30 PM, Wednesdays 7:00 PM - 8:45 PM, and various other times throughout the week.

Prerequisites: No specific information found about required identification or prerequisites for attending the support groups.",https://dbsanewjersey.org/,8888292483,https://dbsanewjersey.org/
297,Deal Lake Medical Associates,"Location: 607 8th Ave, Asbury Park, NJ 07712, US  
Operating Hours: Not specified  
Prerequisites: No information found on prerequisites such as identification requirements.",https://www.mapquest.com/us/new-jersey/deal-lake-medical-associates-412264764,7327740200,https://www.yelp.com/biz/deal-lake-ob-gyn-asbury-park
